სახელი,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
შაჰნურ,,1,,,,,,,,
შაჰრაბ,,,,,,,,1,,
შაჰრაბანუ,,,,,,,,,,1
შაჰრაია,,,,,,,,,1,
შაჰრიარ,,,,,,1,,,,
შაჰფაზ,,,,,,,,,,1
შებინემ,,,,,,,,,,1
შებნამ,1,,,,,,,,,
შებნემ,1,,,,,,1,,2,
შედელი,,,,1,,,1,,,
შევქი ფრათ,,,,,,,,,1,
შეთე,,,1,,1,,,1,,1
შეილა,,,,,,1,,,,
შეიმა,,1,,,,,,,,
შეიხ,,,,,,,1,1,,
შელალე,,,,,,,,,,1
შელი,,,,,,1,,,,
შელლი,,,,,,1,,1,,
შელომო,,,,,,,,,,1
შემილ,,,,,,,,,,1
შემს,,,,,1,,,,,
შენ შუნ,,,1,,,,,,,
შენ წია,,,,1,,,,,,
შენაი,,,,,,1,2,1,,
შენგელი,,,2,1,,,1,,,
შენონ  სევინჯ,,,,,1,,,,,
შენჰაიათ,,,,,,,,1,,
შენჰაიატ,,,,1,,,,,,
შერმადინ,1,1,,,,,,,,
შერმადინი,,,,,,,1,,,
შერმანდი,,,,,,,1,,,
შერმანდინი,1,,,,,1,,1,,
შეფა,,1,,,,,1,,,
შეხელ,,,,,,,,,,1
შეჰრაზად,,,,,,,,,1,
ში ქსიან,,,,,1,,,,,
ში ხიან,,,,1,,,,,,
შიაამ ნიტეშ,,,,,,,,,,1
შიან ჭუინ,,1,,,,,,,,
შივენდრა გაბრიელ,,,,,,,1,,,
შივლენა,,,1,,,,,,,
შიკო,,,1,,,,,,,
შიმონ,,,,1,,,,,,1
შინა ქამსიოჩუქუ,,,,,,,,,,1
შინასი,,,,,,,1,,,
შინლიაოიუა,,1,,,,,,,,
შიო,22,32,20,15,21,17,22,30,19,33
შიო  გაგა,,,,,,,,1,,
შიო გურამი,,,,,,,,,,1
შიო სერგი,,,,,,,,,1,
შიოლა,,,,1,,,,,,
შირ,,,,,,,,,,1
შირა,,,,,,,2,2,,2
შირა მირიამ,,,,,,,1,,,
შირა სიმხა,,,,,,,,,,1
შირა ჰანნა,,,,,,,,,1,
შირაზ,,,1,,1,,,1,,
შირაზი,1,,,,,,,,,
შირაიათ,,1,,,,,,,,
შირალი,1,,,,,1,,,1,
შირბალა,1,,1,,,,,,,
შირვან,,,,1,,,2,,,1
შირვანა,,1,,,,,,,,
შირზათ,1,,,,,,,,1,
შირი ბრახა,,,,,,,,,1,
შირიმი,,1,,,,,,,,
შირინ,,2,2,1,,1,1,,,
შირინა,,,,,,,1,,,
შირინაზ,,,,,,,1,,,
შირინნაზ,,,,,,,1,,,
შირმაი,,,,,,,1,,,
შირო,,,,,,,,,1,
შირხან,2,3,2,,3,,1,,,1
შიქარ,,,,,,,,,1,
შიწენ,,,1,,,,,,,
შმაგი,6,3,9,6,6,4,9,,,3
შმაგო,,,,,,1,,,,
შმავონ,1,1,1,,,,,,1,
შმუელ მორდეჰაი,,1,,,,,,,,
შობეირ,,,,,,1,,,,
შოგიკ,,,,,,,,1,,
შოვგათ,,,,1,,,,,,
შოვკათ,,2,,,,1,,,,
შოვკატ,,1,,1,2,,1,,,
შოვკატი,,,,,,,,,1,
შოვქათ,,2,,1,1,,,,,
შოვქეთ,,,,,,,,1,,
შოვჩათ,,,1,,,,,,,
შოთა,109,118,110,99,63,73,71,60,49,48
შოთა გაბრიელი,,,,,,1,,,,
შოთა იაკობი,,,,,,,1,,,
შოთა მათეო,,,,,,,1,,,
შოთა საბა,,1,,,,,,,,
შოთი,2,,1,2,1,1,1,1,3,1
შოთიკო,60,69,67,48,47,37,38,44,32,27
შოიკათ,,,,,1,,,,2,
შოილა,2,,2,3,2,1,,,1,1
შოიქათ,,,,,1,,2,2,,
შოლომ დოვიდ,,,,,,,,,1,
შონ,,,,,,,,,,1
შონერი,,,,,1,,,,,
შონი,,,,,,,,2,,
შონი ილია,,,1,,,,,,,
შორენა,18,17,9,13,11,6,4,7,7,7
შორენა ანნა,,,1,,,,,,,
შოღაკათ,,,,,1,1,1,,2,1
შოღიკ,2,1,3,1,3,1,1,1,4,
შოღინე,1,,,,,,,,,
შოყიკ,,,,,,,,,,1
შოშიტა,,,,,1,,,,,
შოხაკატ,,,,,1,,,,,
შოხრად,1,,,,,,,,,
შოჰეი,,,,,,,,,1,
შოჰრათ,,,,,,,,,,1
შუბათი,,,,1,,,,,,
შუგრა,,,,,1,,1,,,
შუკურ,,1,1,,,,,1,,
შუკუფა,1,1,,1,,,,,,
შუკფა,,,1,,,,,,,
შუმაი,,,,,,,,,,1
შურა,2,,,2,,,,,7,2
შურიკ,,1,,,,,,,,
შურმან,,,1,,,,,,,
შურმანი,,,,1,,,,,,
შურქან,1,,,,,,,,,
შუქრან,,,1,,1,,,,,
შუქრანალმინ,,,,,,1,,,,
შუქრი,,,,,,2,1,,,
შუქურ,,1,1,,4,2,5,1,1,2
შუქურან,,1,,,,,,,,
შუქუფა,2,,,,,,,,,
შუშან,2,1,1,,1,,,,1,1
შუშანა,,,,1,,,1,1,,1
შუშანიკ,4,5,5,1,3,3,2,,2,2
შუშანიკი,,,1,,1,,1,,,
შუჩიან,,,1,,,,,,,
შუჩურ,,,,,,,,1,,
შხალი,,,,,,,,1,,
ჩაზიმ,,,,,,1,1,,,
ჩაზმ,,,,1,,,,,,
ჩაინათ,,,,,,,,1,,
ჩაკა,,,,,,,1,,,
ჩალაბინა,,,,,,,1,,,
ჩამალ,2,,,1,1,,,,,
ჩამალა,,1,,,,,,,,
ჩამალადინ,,,,,,1,,,,
ჩამალე,,,,1,,,,,,
ჩამან,1,1,,,,1,1,,,
ჩამანდარ,,,,1,,,,,,
ჩამანზარ,,,,,,1,,,,
ჩამილ,,,1,,1,,,2,1,
ჩამრან,1,,,,,2,,,,
ჩანან,4,2,1,2,1,4,2,2,2,1
ჩარამ,,,,,,,,1,,
ჩარლზ ოსკარ,,,,,,,,1,,
ჩარლი ედვარდ,,,,,,,,1,,
ჩარლს ნიკოლას,,,,,,,,,,1
ჩაფარ,,,,,,,,,1,
ჩაქირ,,,,,,,,1,,
ჩაქლიქ,,,,,,,,,1,
ჩაღი,,,1,,,,,,,
ჩაღლა,,,,,,,,,1,
ჩაღრი ილმაზ,,1,,,,,,,,
ჩაჩლიჩ,,,,,,1,,,,
ჩელა,,,1,,,,,,,
ჩენ იაო,,,,,,,,,,1
ჩენ სი,,,,,,1,,,,
ჩენა,,,,,1,,,,,
ჩენან,,,,,,1,,,1,2
ჩენგიუნ,1,,,,,,,,,
ჩენგნუო,,,,,,,1,,,
ჩენრუი,,,,,1,,,,,
ჩენსიან,,,,,,,,1,,
ჩენსინ,,,1,,,,,,,
ჩერვონ,,,,,,,1,,,
ჩერკეზ,,,,,,1,,,,
ჩიალა,,,1,,,,,,,
ჩიიდამ,,,,,,,,1,,
ჩიიდემ,,,,1,,,,,,
ჩილეი,,1,,,,,,,,
ჩიმამანდა საქსეს,,,,,,,,,,1
ჩიმინაზ,1,,,,,,,,,
ჩიმნაზ,1,,,,,,,,,
ჩინარ,1,,,3,1,2,2,1,1,1
ჩინარა,3,4,1,1,1,3,,,1,2
ჩინარბე,,,,,,,1,,,
ჩინარე,1,2,1,,,,,,,
ჩინარი,,,,,,1,,,,
ჩინარიკ,,2,,,,,,,,
ჩინგიზ,2,2,3,4,1,1,1,1,2,
ჩინგიზხან,,,,,,,1,,,
ჩინგიზხანი,1,,,1,,,,,,
ჩინკატა,,,,1,,,,,,
ჩიომა,,,,,,,1,,,
ჩირახ,,,,,,1,,,,
ჩიტო,,1,,,,,,,,
ჩიფაიეთ,,,,,,,1,,,
ჩიჩაგ,,,1,,,,,,,
ჩიჩაი,,1,,,,,,,,
ჩიჩაკ,1,,1,,,,3,2,,2
ჩიჩაქ,,,1,1,1,1,,1,,1
ჩიჩეკ,,,,,,,,1,,
ჩმსი,,,,1,,,,,,
ჩობან,,,,1,,,,,,
ჩოვან,,1,,,,,,,1,
ჩონულ,,2,,,,,,,,
ჩოროღლუ,,,,,,,,1,,
ჩუან რუი,,,,,,,1,,,
ჩუბრა,,,,,,1,,,,
ჩუკს ნიკოლ,,,,1,,,,,,
ჩუნთიენ,,,,,,,1,,,
ჩუფაიათ,,,,,,,,1,,
ჩუქუემექა ბენედიქტ,,,,,,,1,,,
ცაბუ,,,,,,,,,,1
ცაბუნი,1,,,,,,,,,
ცავრინა,1,,,,,,,,,
ცამან,,,,,,,,1,,
ცამანჰან,,,,,,1,,,,
ცანტული,,,,,,1,,,,
ცარო,,1,,1,,,,1,,
ცაცა,1,1,,,1,,,1,,
ცაცუნა,,,,1,,,,,,
ცეზარ,4,1,,,,,1,,,
ცეზარი,1,3,5,,3,1,2,2,,
ცეშმინ,,,,1,,,,,,
ცზცენ,,1,,,,,,,,
ცია,,,1,,,,1,,,
ციაკო,,,,,1,,,,,1
ციალა,8,4,9,1,5,5,6,1,,2
ციალიტა,,,,,,1,,,,
ციკო,,,,1,,2,,,,
ცილა,,,,,,,,,1,
ციმი,,,,,1,,,,,
ციმნაზ,,,1,,,,,,,
ცინარ,,,,,1,,,,1,
ცინარა,,,1,1,,,,,,2
ცინარე,,,1,,,,,,,
ცინარი,1,,,,,,,,,
ცინვეი,,,,,,,,,,1
ცინუკი,,,,,,,,,1,
ცირა,12,20,16,1,11,8,8,8,7,6
ცირა ქეთევან,,,,1,,,,,,
ცირა–ბარბარე,1,,,,,,,,,
ცირკუ,,,1,,,,,,,
ცისა,,1,,,,,,,1,
ცისანა,3,3,5,3,1,2,1,1,2,3
ცისი,3,1,,,,1,,,1,
ცისია,4,11,5,5,1,3,2,2,4,3
ცისმარი,,1,,,1,,,,1,
ცისნამი,,1,,1,,,,,,
ციური,4,2,4,1,4,2,3,1,,1
ციჩაკ,,1,,,,,,,,
ციცი,5,9,8,9,14,8,6,8,9,8
ციცია,3,,3,1,,2,2,1,1,
ციცინო,5,3,7,3,5,4,4,3,1,3
ციცმარი,,,,,,1,,,,
ციცო,3,1,4,1,,,1,1,1,1
ციხანშახ,,,,,,,1,,,
ცოლაკ,,1,1,2,1,1,,,1,
ცოტნე,242,214,227,236,262,191,240,229,234,206
ცოტნე გიორგი,1,,,,,,,,,
ცოტნე-გიორგი,1,,,,,,,,,
ცოღიკ,,,,1,,,,,,
ცუფა,,,,,1,,,,,
ცუცა,,,1,,,,,,,
ძაანან,,,,,,,,1,,
ძავარ,,,,,,,,1,,
ძავიდ,,,1,1,,,1,1,1,1
ძავიდან,,,,,1,1,,,,1
ძავიტ,,1,,,,,,,,
ძალალ,,,1,,,1,,,,
ძალილ,1,,,,,,,,,
ძამალ,,,,,1,,,,,
ძან,,,,,,1,,,2,
ძან ფოლად,,,1,,,,,,,
ძანან,,,,,,1,1,2,,
ძანსელ,,,,,,,,,,1
ძანსუ,1,1,,,,2,1,4,2,
ძასარათ,,,,,,,,1,,
ძასურ,,,1,,,,,,,1
ძახიდ,,,,,,,1,,,1
ძაჰან,,,,1,,,,,1,
ძაჰანჯინ,,,1,,,,,,,
ძაჰიდ,,,,,,1,1,,,1
ძეიჰან,,,,,,,,,1,
ძეიჰუნ,1,,,,,,,,,
ძენურ,,,,,1,,,,,
ძენურე,,,1,,,,,,,
ძერასსა,,,,,,,,,,1
ძესარეთ,,,,,,,,,,1
ძესურ,,,2,,1,,1,,2,2
ძი  იენ,,,,,,,,,1,
ძი ანგ,,,,,,,,,,1
ძი ჩენ,,,,,,,1,,,
ძიაი,1,,,,,,,,,
ძიანი,,,1,,,,,,,
ძიმა,,,,,,,,,,1
ძინა,,,1,,,,,,,
ძიონისე,,,,1,,,,,,
ძიძენ,,,,1,,,,,,
ძიწუნ,,,,,1,,,,,
ძიჰად,,,,,,,,,1,
ძიჰანგირ,,,,,,1,,,,
ძუვან,,,,,1,,,,,
ძუნ ან,1,,,,,,,,,
ძცენ,,,1,,,,,,,
ძჰენ,,1,,,,,,,,
წაბული,,1,,,,,,,,
წავიდა,,,,,1,,,,,
წამამ,,,,,1,,,,,
წამილა,,,,,1,,,,,
წანსელ,1,,,,,,,,,
წარუკ,,1,2,,1,,,,,
წასურ,,,,,,,,,1,
წაღიკ,,,,1,1,,,,1,
წეიდა,,,,,,,1,,,
წეილან,,,,,,,,,,1
წემისად,,,,,,,,1,,
წია ლუი,,,,,,,,1,,
წიაბაი,1,,,,,,,,,
წიამი,,,1,,,,,,,
წიასინ,,,,1,,,,,,
წიიანგ,,,1,,,,,,,
წიუ,,,,,,1,,,,
წიჰათ,,,,,,,,,,1
წოვინარ,,1,,1,3,,1,,,
წოშგუნ,,,,,,,1,,,
წხან,,,,1,,,,,,
წხენ,,,1,,,,,,,
ჭაბუა,,,,,1,,,,,
ჭაბუკა,1,1,2,2,,,1,,,
ჭაბუკი,2,1,,1,1,,,,,
ჭაბუკი ალექსანდრე,,,,,,,1,,,
ჭავათხან,,,,,,,1,,,
ჭავანშირ,,,,,,,1,,,
ჭანერ,,,,,,1,,,,
ჭენ ხაო,,,,,,,,1,,
ჭეხუნ,,,,,,,1,,,
ჭინსი,,,,,1,,,,,
ჭიუ,,,,,,1,,,,
ჭიჭიკო,,,,,,,,1,,
ჭოლა,,,,,,,1,,,
ჭწიე,,,,1,,,,,,
ხაალიდ,,,,,,,1,,,1
ხაამზათ,,,,,,,,,1,
ხაბიბა,,,1,,,,,,,
ხაბირა,,1,,,,,,,,
ხაგან,,,,,,,,,,1
ხაგანი,,1,,,,1,1,1,,
ხაგიგათ,,,1,,,,,,,
ხადი,1,,,,,,,,,
ხადიდჟა,,,,,,,,,,1
ხადიიჯა,,,,,,,,1,,
ხადიჟა,,,,,1,,,,,
ხადიჟათ,,,,,1,,1,1,,
ხადიშათ,,,,,,,,1,,
ხადიძა,1,,2,,,1,,,,2
ხადიწა,,,,,,1,,,,
ხადიჯა,10,10,8,9,13,16,16,19,22,11
ხადიჯე,,,,,1,,1,,,2
ხადჟარ,,,,,,,1,,,
ხავა,,1,2,2,2,,,,1,
ხავერ,,,,,,,,1,,
ხავიერ გლენ,,,,,,,,,1,
ხავლა,,,,,,,,,,1
ხაზალ,,,,,,,,,1,
ხაზანგიულ,,,1,,,,,,,1
ხაზანგულ,,,,1,,2,,1,1,
ხაზარ,2,,,,,,,,,
ხაზბი,,,,,,,,,1,
ხაზეინ,,,,,1,1,,1,,
ხაზრი,,,,,1,,,,,
ხათაია,,,1,,,1,,,,
ხათალი,,1,,,,,,,,
ხათეა,,1,,,,,,,,
ხათინ,,,,,1,,,,,
ხათირა,4,3,1,1,1,1,2,,,
ხათირე,,,,,,,1,,,
ხათიჯა,,,,1,,2,2,3,2,
ხათიჯე,,,,,,,,1,,
ხათნ,,,,,,1,,,1,
ხათო,,1,1,,,,1,,,
ხათოკატო,,,,,,,,,,1
ხათუ,,,,,,,1,,,
ხათუნ,,,,1,4,,,1,1,1
ხათუნა,23,20,18,20,18,11,15,14,15,16
ხაიათ,,,,,,,,,1,
ხაიალ,2,9,5,8,4,1,3,4,2,3
ხაიალა,2,1,,,2,1,1,1,,
ხაიალე,,1,1,,,1,,,1,
ხაიამ,,1,,1,2,,1,1,,1
ხაიდი,1,,,,,,,,,
ხაიიამ,1,,,,,,,,,
ხაიმ მეირ,,,,,,,,,1,
ხაკანი,1,,,,,,,,,
ხალადდინ,,,1,2,,,,,1,
ხალადინ,,,,2,2,1,1,1,,
ხალაფ,,,1,,,,,,,
ხალიგ,1,,,1,,,,,1,
ხალიდ,,3,,,4,2,1,2,1,2
ხალიდა,2,,1,1,2,1,,2,,1
ხალიდდინ,,,,,1,,,1,,
ხალიდე,,,,,,,,,,1
ხალიდინ,1,1,,,,,2,,,
ხალიდულა,,,,,,,,1,,
ხალიკ,,,1,,,,,,,
ხალილ,4,3,3,2,1,4,4,2,1,5
ხალილა,,,,1,,,,,,
ხალიმა,,,,1,,,,,,2
ხალიმათ,,,,,,,1,,,
ხალიმე,,,,,1,,,,,
ხალის,,,,,1,,,,,
ხალისა,,,,1,,,,,,
ხალისე,,,,,,,1,,,
ხალიტ,,,,,,,,1,,
ხალიქ,,,,,,,,1,,
ხალლი,,,,1,,,,,,
ხალსა,1,,,,,,,,,
ხამათ,,,,,,,,1,,
ხამედ,,,,,1,,,,,
ხამზა,,1,,1,1,,,,1,
ხამზათ,,,1,,,,,1,,
ხამზათი,1,,,,,,,,,
ხან,,,3,,1,,1,,1,2
ხანა,,2,,,,,,,1,
ხანალი,,,,,,,1,,,
ხანა–მია,,1,,,,,,,,
ხანარ,,1,,,,,1,,,1
ხანახმად,,,,,,,,1,,
ხანახმედ,1,,1,,1,,1,1,,
ხანბათ,1,,,,,,,,,
ხანზად,,,,,,1,,,,
ხანზადა,,,,,,,,,1,
ხანიმ,,,1,,,2,,1,,3
ხანიმბეიმ,,,,,,1,,,,
ხანლარ,1,1,,1,1,1,,4,1,2
ხანმ,,,,,,,,,1,
ხანნა,,,,,,,,,,1
ხანნარ,,,,1,,,,,,
ხანსანამ,,,,,1,,1,1,,
ხანუმ,5,5,2,3,2,5,5,7,3,1
ხანუმ ფატიმა,,,,,,,,,,1
ხანუმა,,,,,,1,,,,
ხანუმზარ,,,,,,,1,,,
ხანუმი,,,,,1,,,,,
ხანუმნაზ,,1,,,,,,,,
ხანუმჯან,,2,,,,,,,,
ხანფარი,1,,,,,,,,,
ხანფოლად,,,,1,,,,,,
ხანფოლათ,,,,,,,,1,,
ხანხუსეინ,1,,,,,,,,,
ხარალამპი,,1,,,,,,,,
ხარალამპოს,,,,,,,1,,,
ხარება,5,4,2,3,4,3,3,7,1,
ხარება დაჩი,,,,,,1,,,,
ხარიტონ,,,,,,,1,,,
ხარიტონი,,,,,1,,,,,
ხარუნ,,,,,1,,,,,
ხასა,,,,1,,,,,,
ხასან,1,,,2,1,1,1,1,,2
ხასან ალი,,,,,,1,,,,
ხასანალი,,,,1,,,,,,
ხასანბი,,,,,,1,,,,
ხასანი,,,,,,,,,1,
ხასვარდ,,,1,,,,,,,1
ხასი,1,,,,1,,,,,
ხასინა,,,1,,,,,,,
ხასმამედი,1,,,,,,,,,
ხასო,,,,,1,,,,,
ხასსა,,1,,,,,,,,
ხატია,118,135,122,116,99,89,82,66,49,54
ხატია როუზ,1,,,,,,,,,
ხატირა,3,1,,1,,,,,,
ხატიძა,,,,,,,1,1,1,
ხატიჯა,,,1,1,1,,,,2,
ხატიჯე,,,,,,,1,1,,
ხატტაბ,,,,,,,,1,,
ხატუნ,,,,,,1,,,,
ხაფა,,1,,,,,,,,
ხაჩატურ,1,9,6,4,6,5,5,3,7,4
ხაჩიკ,,4,5,2,3,2,3,4,,2
ხაჯა,,,1,,,,,,,
ხაჯარ,,,,,,,,,1,
ხაჯარატ,,,1,,,,,,,
ხაჯი,,1,,,,,,,,
ხაჯჯა,,,,,,1,,,,
ხდრა,,,,,,,1,,,
ხედიჯა,,,,,,1,,,1,
ხეედ,,,,,,1,,,,
ხეთაგ,,,,,,1,,,,
ხეთიჯე,,,,,,,1,,,
ხეიალ,,,,,,,,1,1,1
ხეირად,,,,,,,,,1,
ხეირადდინ,,,,1,,,,,,
ხეირადინ,,,1,,,,,1,,
ხეირანსა,4,1,,1,2,1,1,2,2,1
ხეირულაჰ,,1,,,,,,,,
ხეირხაბარ,,1,,,,,,,,
ხენგიანოს,,,,,,1,,,,
ხენეჰმეთ,,,,,,,,1,,
ხეტიწე,,,,,,,,,1,
ხვარამზე,,1,,,,,,1,,
ხვთისავარი,1,,,,,,,,,
ხვთისო,1,,1,1,,1,3,,3,
ხვიჩა,31,29,29,27,15,25,15,19,15,10
ხიდირ,4,2,,2,4,,,,,
ხიდირნაბი,,1,,,,,,,,
ხიზირა,,,,,,,,1,,
ხილალ,,,,,,,1,,,
ხინალი,,,,1,,,,,,
ხირანსა,1,,,,,,,,,
ხნალი,,,,1,,,,,,1
ხნკანოს,,1,,,,,,,,
ხნკიანოს,2,,1,,,,,,,1
ხოზეინ,,1,,,,,1,,,
ხონძინ,,1,,,,,,,,
ხორენ,1,1,1,1,1,,2,2,,
ხოსროვ,1,,,,,,,,,
ხოშგადამ,1,1,2,,2,,,,,
ხოში,,,,,,,,1,,
ხოშკადამ,,,,,,,,,1,
ხრისტინა,,,,1,,,,,,1
ხრისტო,2,,,1,,5,,,,
ხრისტოფორ,1,,,,,,,,,
ხუბან,1,,,,,,,,,
ხუდავერდი,,,1,,,1,,,,
ხუდაიარ,,1,,,,,,,,1
ხუმაი,,,,,2,,1,,,
ხუმაია,1,1,1,,1,,1,,1,1
ხუმარ,5,2,1,1,3,3,1,1,1,1
ხუმარ ფატიმა,,,,,,1,,,,
ხურამან,1,1,,1,,1,2,,,
ხურდა,1,1,,,1,,1,,,
ხურზათ,,,,,,,,1,,
ხურმა,,1,,,,,,,,
ხუსეინ,1,,,1,,2,1,1,,1
ხუსეინ– ჰილმი,1,,,,,,,,,
ჯა ჰაა,,,,,,,,,1,
ჯააბირ,,1,,,,,,,,
ჯაანან,,2,,,,,,,,
ჯაასია,,,,,,1,,,,
ჯაბა,44,49,56,51,35,37,33,44,22,14
ჯაბარ,,,,1,,,,,1,
ჯაბეგი,,,,,1,1,,1,1,
ჯაბექ,,,1,,,,,,,
ჯაბირ,,,,,,3,1,1,,1
ჯაბო,,,1,,,,,,,
ჯაბრაილ,3,3,2,,,1,,,1,
ჯაბრაილი,,,,,,,,,1,
ჯაგია,,,,,,,,,,1
ჯაგო,,,1,,,,,,,
ჯაგო ფილიპ,,,,,,,,1,,
ჯად,,,,,,,,,,1
ჯადვიგა,,,,,,,,,,1
ჯავად,2,,3,1,,,2,2,1,1
ჯავათ,,1,,,1,,1,,,
ჯავათხან,,1,1,,,,,,,
ჯავან,,,1,,,,,,1,
ჯავანი,,,,1,,,,,,
ჯავანშერ,,,1,,,,,,,
ჯავანშირ,1,4,3,2,4,1,2,,2,1
ჯავახირ,,,,,1,1,,,,
ჯავაჰარ,,,,,,,1,,,
ჯავაჰირ,1,1,1,,,,,,1,1
ჯავგარათ,,1,,,,,,,,
ჯავგარათი,,1,,,,,,,,
ჯავეირ,,,,,,,,,1,
ჯავიდ,9,8,5,7,6,6,9,7,4,2
ჯავიდან,1,,,,1,,1,,1,
ჯავით,3,,2,1,,,,3,,2
ჯავიტ,,,,,,1,,,,
ჯაკე სიუ,,,,,,,,,,1
ჯალათა,,,,,,,,1,,
ჯალალ,3,5,1,3,1,3,,2,1,2
ჯალალა,,,1,1,,,,,,
ჯალიდა,,1,,,,,,,,
ჯალილ,,3,1,,2,,2,3,1,
ჯამაილ,,,,,,,,1,,
ჯამალ,2,4,4,3,3,3,5,4,1,1
ჯამბათ,,,,,,1,,,,
ჯამბულ,5,1,3,2,,1,,2,,2
ჯამბულათ,,,,,,,,1,,
ჯამბულატ,,,,,1,,,,,
ჯამბულატი,,1,,,,,,,,
ჯამბული,4,9,9,2,3,2,,2,1,1
ჯამეიხა,,,,,1,,,,,
ჯამიათ,,,,,,,,,,1
ჯამილ,,2,,,2,2,1,,,3
ჯამილა,5,3,4,3,4,2,4,1,3,3
ჯამილათ,,,1,,,,,,,
ჯამინ,,,,,,,,,,1
ჯამლეტი,1,1,,1,,,,,,
ჯამშიდ,,1,,,,,,,,
ჯან,5,2,1,6,6,7,5,2,5,3
ჯან ატლას,,,,,,,,1,,
ჯან დანიელ,,,,,,,,,,1
ჯანათ,,,,1,,1,3,,,
ჯანალი,,,,1,,,,,,1
ჯანან,4,1,,10,3,2,1,2,2,2
ჯანგირ,,,,,,1,1,1,,
ჯანგმირი,,,,,,,,,,1
ჯანგული,,,1,1,,,,,,
ჯანდრი,,1,,,,,,,,
ჯანდულა,,,,,,1,,,,
ჯანელ,,,1,,,,,,,
ჯანერ,2,,1,1,1,,3,2,1,
ჯანეტ,,,,,,,,,1,
ჯანეტა,1,,,,,,,,,
ჯანი,,1,1,,,,,1,,1
ჯანიბეკ,,,,,,,,1,,
ჯანიკო,,1,1,,,,,1,,
ჯანლუიჯი,,,1,,,,,,,
ჯანლუკას,,,,,,,,,1,
ჯანნათ,,,1,,1,,,2,,
ჯანო,5,11,6,8,5,2,2,5,5,2
ჯანსევერ,,,,,,1,,,,
ჯანსელ,,,,1,1,1,,,1,1
ჯანსერ,,,,,,,1,,,
ჯანსუ,3,4,9,8,9,6,10,11,14,6
ჯანსულ,,,,,,,,,1,
ჯანსუღ,1,,,,1,,,,,
ჯანსუღი,1,,1,2,,,,,,
ჯანუკი,,,,,,,,1,,
ჯანუსუ,,,1,,,,,,,
ჯანფოლად,2,,,,2,2,1,,,1
